page;type;url;domaine;ancre
57.html;interne;58.html;;страхування_продовження
57.html;interne;59.html;;посольство
57.html;interne;60.html;;щоб знайти роботу
57.html;interne;61.html;;доступні робочі місця
57.html;interne;62.html;;не знаючи французької
57.html;interne;63.html;;Медичне страхування на роботі. Лікарняний
57.html;interne;64.html;;комп'ютер ІТ професія
57.html;interne;65.html;;учитель вчитель
57.html;interne;66.html;;керівників і менеджерів
57.html;interne;67.html;;дослідники
57.html;interne;fop.html;;позаштатний FOP
57.html;interne;69.html;;няня
57.html;interne;70.html;;з англійською мовою
57.html;interne;68.html;;журналіст
57.html;interne;71.html;;послугами майстринь
57.html;interne;74.html;;купити житло
57.html;interne;2024-.html;;приїжджати 2024?
57.html;interne;vitale.html;;карта vitale
57.html;interne;78.html;;Нант
57.html;interne;79.html;;смерть у Франції
57.html;interne;80.html;;аеропорт
57.html;interne;mutuelle.html;;mutuelle
57.html;interne;mark.html;;mark
57.html;interne;reserv.html;;reserv
57.html;interne;index.html;;Ukraine France
57.html;externe;https://t.me/c/1606044431/890;t.me;Запуск подання податкових декларацій за 2026 рік
57.html;externe;https://www.impots.gouv.fr/formulaire/2042/declaration-des-revenus;www.impots.gouv.fr;форми для декларування доходів за 2024 рік у 2025
57.html;externe;https://www.impots.gouv.fr/sites/default/files/formulaires/2047/2025/2047_5148.pdf;www.impots.gouv.fr;доходи з іноземних джерел та доходи, отримані за кордоном
57.html;externe;https://www.impots.gouv.fr/sites/default/files/formulaires/3916/2025/3916_5173.pdf;www.impots.gouv.fr;декларація резидентом про відкритий рахунок зберігаються, використовуються або вложено за кордоном
57.html;externe;https://t.me/FranceUkraineNews/602;t.me;реєстрація на сайті податкової
57.html;externe;https://drive.google.com/file/d/19liyB4WdKjAUfyJdbCMw7JH73FvC8Xbq/view?pli=1;drive.google.com;Гід реєстрації податкового кабінету
57.html;externe;https://www.impots.gouv.fr/formulaire-de-creation-dacces-lespace-particulier-non-residents;www.impots.gouv.fr;цієї форми
57.html;externe;https://t.me/FranceUkraineNews/461;t.me;Запись вебинара на тему заполнения налоговой
57.html;externe;https://t.me/FranceUkraineNews/460;t.me;як записатися на прийом
57.html;externe;https://t.me/FranceUkraineNews/467;t.me;https://t.me/FranceUkraineNews/467
57.html;externe;https://www.facebook.com/ConsulUkraineenFrance/posts/pfbid014jnNozadXf56ywXirRhjqGWNGyknZLwkwPhSMk2svQJ3cfXZfr2KxADFZJ27VJfl;www.facebook.com;Посольство України у Франції
57.html;externe;https://drive.google.com/file/d/1Y1x9H-mX1zMosnyHUfi4BiiLN6V-OLQi/view?usp=sharing;drive.google.com;український переклад з коментарями
57.html;externe;https://paris-ua.com/podatkova-deklaracziya-2023-u-francziyi/;paris-ua.com;https://paris-ua.com/podatkova-deklaracziya-2023-u-francziyi/
57.html;externe;https://youtu.be/TwIYvH36nNQ;youtu.be;Оподаткування у Франції: декларуємо доходи вперше
57.html;externe;https://youtu.be/MINnKbC7zRk;youtu.be;заповнюємо декларацію разом
57.html;externe;https://m.facebook.com/story.php?story_fbid=pfbid0TFY46NHLen9y9LUNdHf48Pw8o69V8UDWsY3wu4ZF3VoKCKrCu1RoC8G3MqaUi3Yfl&id=100080904194982;m.facebook.com;Як уперше задекларувати свої доходи у Франції? Ч. 2.
57.html;externe;https://buh.ligazakon.net/news/218120_ukranskim-bzhentsyam-za-kordonom-dovedetsya-deklaruvati-dokhodi-za-2022-rk--yakiy-algoritm;buh.ligazakon.net;який алгоритм
57.html;externe;https://t.me/FranceUkraineNews/384;t.me;https://t.me/FranceUkraineNews/384
57.html;externe;https://simulateur-ir-ifi.impots.gouv.fr/calcul_impot/2024/simplifie/index.htm;simulateur-ir-ifi.impots.gouv.fr;https://simulateur-ir-ifi.impots.gouv.fr/calcul_impot/2024/simplifie/index.htm
57.html;externe;https://www.impots.gouv.fr/sites/default/files/media/10_conventions/ukraine/convention_avec_lukraine_modifiee_par_la_cml.pdf;www.impots.gouv.fr;Французька мова
57.html;externe;https://drive.google.com/file/d/1qNIYKHLy4pDK-GjIcJ5jSQ14p1NAwiEg/view?usp=share_link;drive.google.com;Український переклад
57.html;externe;https://www-legifrance-gouv-fr.translate.goog/codes/id/LEGISCTA000006179569/?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;www-legifrance-gouv-fr.translate.goog;https://www-legifrance-gouv-fr.translate.goog/codes/id/LEGISCTA000006179569/?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr
57.html;interne;15.html;;< Назад
57.html;interne;15.html;;Далi >
57.html;mailto;mailto:contact@ukrainefrance.org;;mailto:contact@ukrainefrance.org
58.html;interne;index.html;;На головну
58.html;interne;1.html;;чому?
58.html;interne;2.html;;прибуття
58.html;interne;20.html;;прибуття_Париж
58.html;interne;3.html;;Переміщення
58.html;interne;4.html;;житло
58.html;interne;5.html;;лікувати
58.html;interne;75.html;;ВНЖ, Інші статуси
58.html;interne;76.html;;Порівняння внж
58.html;interne;77.html;;Запит Азіль
58.html;interne;6.html;;тимчасового захисту
58.html;interne;7.html;;працювати
58.html;interne;8.html;;надзвичайна ситуація
58.html;interne;9.html;;вивчати французьку
58.html;interne;10.html;;практична інформація і посилання
58.html;interne;je-suis-francais-je-veux-aider-.html;;Je suis français je veux aider !
58.html;interne;11.html;;діти та неповнолітні
58.html;interne;13.html;;їсти
58.html;interne;12.html;;Домашні тварини
58.html;interne;14.html;;дешеві продукти
58.html;interne;15.html;;Допомога,банк та гроші
58.html;interne;19.html;;лікар
58.html;interne;16.html;;виїзд з україни
58.html;interne;17.html;;студент
58.html;interne;72.html;;Студент та ВНЗ
58.html;interne;73.html;;Після ВНЗ
58.html;interne;18.html;;дозвілля
58.html;interne;deplacer-france.html;;déplacer_france
58.html;interne;deplacer-paris.html;;deplacer_paris
58.html;interne;deplacer-europe.html;;deplacer_europe
58.html;interne;deplacer-voiture.html;;deplacer_voiture
58.html;interne;soigner-sans.html;;soigner_sans
58.html;interne;soigner-protection.html;;soigner_protection
58.html;interne;soigner-avec.html;;soigner_avec
58.html;interne;soigner-psy.html;;soigner_psy
58.html;interne;soigner-medic.html;;soigner_medic
58.html;interne;soigner-covid.html;;soigner_covid
58.html;interne;advocat.html;;advocat
58.html;interne;iest-paris.html;;iest_paris
58.html;interne;iest-france.html;;iest_france
58.html;interne;simcard.html;;simcard
58.html;interne;mineur-non-accompagne.html;;mineur_non_accompagné
58.html;interne;mineur-consulat.html;;mineur_consulat
58.html;interne;mineur-ecole.html;;mineur_ecole
58.html;interne;mineur-divers.html;;mineur_divers
58.html;interne;sante-france.html;;sante_france
58.html;interne;banque-ada.html;;banque_ADA
58.html;interne;banque-change.html;;banque_change
58.html;interne;zashita-evrop.html;;zashita_evrop
58.html;interne;banque-compte.html;;banque_compte
58.html;interne;gare-est.html;;gare_est
58.html;interne;paris-verneuil.html;;paris_verneuil
58.html;interne;neofitsine-zhitlo.html;;neofitsine_zhitlo
58.html;interne;orendu-kvartiri.html;;orendu_kvartiri
58.html;interne;gare-nord-est.html;;gare_nord_est
58.html;interne;21.html;;в дорозі
58.html;interne;22.html;;Ніцці
58.html;interne;23.html;;Страсбурз
58.html;interne;navigo.html;;Знижки_Navigo
58.html;interne;est.html;;маршрут_est
58.html;interne;nord.html;;маршрут_nord
58.html;interne;lyon.html;;маршрут_lyon
58.html;interne;montparnasse.html;;маршрут_montparnasse
58.html;interne;euro-survey.html;;Велике європейське дослідження
58.html;interne;24.html;;Франція<->Україна
58.html;interne;25.html;;Франція->Україна
58.html;interne;26.html;;група_містом
58.html;interne;27.html;;група_країною
58.html;interne;28.html;;корисні_сайти
58.html;interne;29.html;;перекладач
58.html;interne;30.html;;перевезення_посилок
58.html;interne;32.html;;дешеві продукти у Парижі
58.html;interne;31.html;;зникла_безвісти
58.html;interne;33.html;;дешеві продукти у Франції
58.html;interne;ada-.html;;ada_працювати
58.html;interne;artist.html;;artist
58.html;interne;ofitsine-prozhivania.html;;офіційне проживання
58.html;interne;hotel.html;;готель зі знижкою
58.html;interne;alternativne.html;;альтернативне рішення
58.html;interne;sotsialne-zhitlo.html;;соціальне житло
58.html;interne;34.html;;онлайн
58.html;interne;35.html;;франц-париж
58.html;interne;36.html;;Франц-Франція
58.html;interne;caf.html;;CAF
58.html;interne;invalid.html;;invalid
58.html;interne;soigner-online.html;;soigner_online
58.html;interne;adressa.html;;адреса для кореспонденції
58.html;interne;38.html;;тимчасового захисту початковий
58.html;interne;ponovlenia.html;;поновлення
58.html;interne;ofii.html;;Ofii
58.html;interne;pole-emploi.html;;pole emploi
58.html;interne;notarius.html;;нотаріус
58.html;interne;zupinka.html;;зупинка захисту
58.html;interne;pogashenia.html;;погашення
58.html;interne;lyon2.html;;Ліон
58.html;interne;narodzhenia.html;;народження
58.html;interne;bercy.html;;маршрут_bercy
58.html;interne;37.html;;Переїзд
58.html;interne;39.html;;Німеччина
58.html;interne;ada-1.html;;ADA_сума
58.html;interne;40.html;;поновлення_Париж
58.html;interne;41.html;;поновлення_передмістя
58.html;interne;42.html;;поновлення_Франція
58.html;interne;43.html;;маршрут_префектура
58.html;interne;44.html;;соціальний працівник
58.html;interne;45.html;;водійські права
58.html;interne;46.html;;водіння у франції
58.html;interne;47.html;;страхування
58.html;interne;48.html;;парковка
58.html;interne;49.html;;аварія
58.html;interne;50.html;;механік
58.html;interne;51.html;;оренда
58.html;interne;52.html;;автошкола
58.html;interne;53.html;;купити Продати
58.html;interne;54.html;;вантажний транспорт
58.html;interne;55.html;;меблі
58.html;interne;56.html;;французький господар
58.html;interne;57.html;;податки
58.html;interne;58.html;;страхування_продовження
58.html;interne;59.html;;посольство
58.html;interne;60.html;;щоб знайти роботу
58.html;interne;61.html;;доступні робочі місця
58.html;interne;62.html;;не знаючи французької
58.html;interne;63.html;;Медичне страхування на роботі. Лікарняний
58.html;interne;64.html;;комп'ютер ІТ професія
58.html;interne;65.html;;учитель вчитель
58.html;interne;66.html;;керівників і менеджерів
58.html;interne;67.html;;дослідники
58.html;interne;fop.html;;позаштатний FOP
58.html;interne;69.html;;няня
58.html;interne;70.html;;з англійською мовою
58.html;interne;68.html;;журналіст
58.html;interne;71.html;;послугами майстринь
58.html;interne;74.html;;купити житло
58.html;interne;2024-.html;;приїжджати 2024?
58.html;interne;vitale.html;;карта vitale
58.html;interne;78.html;;Нант
58.html;interne;79.html;;смерть у Франції
58.html;interne;80.html;;аеропорт
58.html;interne;mutuelle.html;;mutuelle
58.html;interne;mark.html;;mark
58.html;interne;reserv.html;;reserv
58.html;interne;index.html;;Ukraine France
58.html;externe;https://t.me/bizenstvo/1983;t.me;https://t.me/bizenstvo/1983
58.html;externe;https://t.me/FranceUkraineNews/588;t.me;поширені запитання
58.html;externe;https://translated.turbopages.org/proxy_u/fr-uk.fr.10c0f4db-65cc7f19-c9c75b6d-74722d776562/https/www.ameli.fr/seine-et-marne/assure/droits-demarches/difficultes-acces-droits-soins/complementaire-sante/complementaire-sante-solidaire-qui-peut-en-beneficier-et-comment;translated.turbopages.org;CSS на основі отриманого доходу
58.html;externe;https://annuaire.action-sociale.org/CPAM/Annuaire.html;annuaire.action-sociale.org;CPAM
58.html;externe;https://drive.google.com/file/d/13O1ahtNrZnpxxTjJMLSPC5Z3cOZjgLKe/view?usp=drive_link;drive.google.com;форми
58.html;externe;https://drive.google.com/file/d/1UUZS3pg4M6fzqAqgN4QqxJUknJ8EZLRR/view?usp=share_link;drive.google.com;українською мовою тут
58.html;externe;https://drive.google.com/file/d/1-ic-IvdxCxo5Gegm7siKa4Ac4_wEmkEJ/view?usp=share_link;drive.google.com;російською мовою тут
58.html;externe;https://t.me/FranceUkraineNews/406;t.me;вимагають свідоцтва про народження дітей
58.html;externe;https://www.saone-et-loire.gouv.fr/contenu/telechargement/21602/187057/file/modele_attestation_avis_impots.pdf;www.saone-et-loire.gouv.fr;https://www.saone-et-loire.gouv.fr/contenu/telechargement/21602/187057/file/modele_attestation_avis_impots.pdf
58.html;externe;https://www-lecomparateurassurance-com.translate.goog/10-guide-mutuelle/18679-qu-est-qu-complementaire-sante/cumuler-cmu-mutuelle-sante?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;www-lecomparateurassurance-com.translate.goog;Однак закон не забороняє отримувати вигоди від двох взаємопослуг
58.html;externe;https://annuaire.action-sociale.org/CPAM/Annuaire.html;annuaire.action-sociale.org;CPAM
58.html;externe;https://annuaire.action-sociale.org/organismes.php?statut=centre-communal-d-action-sociale-17;annuaire.action-sociale.org;CCAS
58.html;interne;44.html;;соціальним працівником
58.html;externe;https://www.ameli.fr/;www.ameli.fr;на сайт
58.html;tel;tel:36 46;;tel:36 46
58.html;tel;tel:+33 184 90 36 46;;tel:+33 184 90 36 46
58.html;tel;tel:09 74 75 36 46;;tel:09 74 75 36 46
58.html;tel;tel:+33 974 75 36 46;;tel:+33 974 75 36 46
58.html;externe;https://drive.google.com/file/d/13O1ahtNrZnpxxTjJMLSPC5Z3cOZjgLKe/view?usp=drive_link;drive.google.com;формуляр
58.html;externe;https://www.youtube.com/watch?v=QMdniVXKEgM;www.youtube.com;https://www.youtube.com/watch?v=QMdniVXKEgM
58.html;interne;-_-/res/0fd0dbb1-39fb-4916-9418-2721c9d742df/images/files/0fd0dbb1-39fb-4916-9418-2721c9d742df/34f6f7cc-e07b-44e5-a7b0-119f4e8b3856/904-1280/cb1d1d454bd6c62751d3795b431b5aa242b5abb3;;
58.html;interne;-_-/res/0fd0dbb1-39fb-4916-9418-2721c9d742df/images/files/0fd0dbb1-39fb-4916-9418-2721c9d742df/c178f945-bc0c-49a4-85bb-49b3ffbf3666/904-1280/c3dd19fc7e26f2952143a463c1dcaa5c7a98c746;;
58.html;interne;-_-/res/0fd0dbb1-39fb-4916-9418-2721c9d742df/images/files/0fd0dbb1-39fb-4916-9418-2721c9d742df/58e23d49-c43d-41cc-9f09-fc80a328829b/904-1280/f0f603dec07f14e116422ac534dca227e6713c9b;;
58.html;interne;-_-/res/0fd0dbb1-39fb-4916-9418-2721c9d742df/images/files/0fd0dbb1-39fb-4916-9418-2721c9d742df/c6212cae-17df-4c58-8ab2-ae85642ca75c/904-1280/14e0e2ebe25a5e6bbd4e3d437a5645824c7c4947;;
58.html;interne;5.html;;< Назад
58.html;interne;5.html;;Далi >
58.html;mailto;mailto:contact@ukrainefrance.org;;mailto:contact@ukrainefrance.org
59.html;interne;index.html;;На головну
59.html;interne;1.html;;чому?
59.html;interne;2.html;;прибуття
59.html;interne;20.html;;прибуття_Париж
59.html;interne;3.html;;Переміщення
59.html;interne;4.html;;житло
59.html;interne;5.html;;лікувати
59.html;interne;75.html;;ВНЖ, Інші статуси
59.html;interne;76.html;;Порівняння внж
59.html;interne;77.html;;Запит Азіль
59.html;interne;6.html;;тимчасового захисту
59.html;interne;7.html;;працювати
59.html;interne;8.html;;надзвичайна ситуація
59.html;interne;9.html;;вивчати французьку
59.html;interne;10.html;;практична інформація і посилання
59.html;interne;je-suis-francais-je-veux-aider-.html;;Je suis français je veux aider !
59.html;interne;11.html;;діти та неповнолітні
59.html;interne;13.html;;їсти
59.html;interne;12.html;;Домашні тварини
59.html;interne;14.html;;дешеві продукти
59.html;interne;15.html;;Допомога,банк та гроші
59.html;interne;19.html;;лікар
59.html;interne;16.html;;виїзд з україни
59.html;interne;17.html;;студент
59.html;interne;72.html;;Студент та ВНЗ
59.html;interne;73.html;;Після ВНЗ
59.html;interne;18.html;;дозвілля
59.html;interne;deplacer-france.html;;déplacer_france
59.html;interne;deplacer-paris.html;;deplacer_paris
59.html;interne;deplacer-europe.html;;deplacer_europe
59.html;interne;deplacer-voiture.html;;deplacer_voiture
59.html;interne;soigner-sans.html;;soigner_sans
59.html;interne;soigner-protection.html;;soigner_protection
59.html;interne;soigner-avec.html;;soigner_avec
59.html;interne;soigner-psy.html;;soigner_psy
59.html;interne;soigner-medic.html;;soigner_medic
59.html;interne;soigner-covid.html;;soigner_covid
59.html;interne;advocat.html;;advocat
59.html;interne;iest-paris.html;;iest_paris
59.html;interne;iest-france.html;;iest_france
59.html;interne;simcard.html;;simcard
59.html;interne;mineur-non-accompagne.html;;mineur_non_accompagné
59.html;interne;mineur-consulat.html;;mineur_consulat
59.html;interne;mineur-ecole.html;;mineur_ecole
59.html;interne;mineur-divers.html;;mineur_divers
59.html;interne;sante-france.html;;sante_france
59.html;interne;banque-ada.html;;banque_ADA
59.html;interne;banque-change.html;;banque_change
59.html;interne;zashita-evrop.html;;zashita_evrop
59.html;interne;banque-compte.html;;banque_compte
59.html;interne;gare-est.html;;gare_est
59.html;interne;paris-verneuil.html;;paris_verneuil
59.html;interne;neofitsine-zhitlo.html;;neofitsine_zhitlo
59.html;interne;orendu-kvartiri.html;;orendu_kvartiri
59.html;interne;gare-nord-est.html;;gare_nord_est
59.html;interne;21.html;;в дорозі
59.html;interne;22.html;;Ніцці
59.html;interne;23.html;;Страсбурз
59.html;interne;navigo.html;;Знижки_Navigo
59.html;interne;est.html;;маршрут_est
59.html;interne;nord.html;;маршрут_nord
59.html;interne;lyon.html;;маршрут_lyon
59.html;interne;montparnasse.html;;маршрут_montparnasse
59.html;interne;euro-survey.html;;Велике європейське дослідження
59.html;interne;24.html;;Франція<->Україна
59.html;interne;25.html;;Франція->Україна
59.html;interne;26.html;;група_містом
59.html;interne;27.html;;група_країною
59.html;interne;28.html;;корисні_сайти
59.html;interne;29.html;;перекладач
59.html;interne;30.html;;перевезення_посилок
59.html;interne;32.html;;дешеві продукти у Парижі
59.html;interne;31.html;;зникла_безвісти
59.html;interne;33.html;;дешеві продукти у Франції
59.html;interne;ada-.html;;ada_працювати
59.html;interne;artist.html;;artist
59.html;interne;ofitsine-prozhivania.html;;офіційне проживання
59.html;interne;hotel.html;;готель зі знижкою
59.html;interne;alternativne.html;;альтернативне рішення
59.html;interne;sotsialne-zhitlo.html;;соціальне житло
59.html;interne;34.html;;онлайн
59.html;interne;35.html;;франц-париж
59.html;interne;36.html;;Франц-Франція
59.html;interne;caf.html;;CAF
59.html;interne;invalid.html;;invalid
59.html;interne;soigner-online.html;;soigner_online
59.html;interne;adressa.html;;адреса для кореспонденції
59.html;interne;38.html;;тимчасового захисту початковий
59.html;interne;ponovlenia.html;;поновлення
59.html;interne;ofii.html;;Ofii
59.html;interne;pole-emploi.html;;pole emploi
59.html;interne;notarius.html;;нотаріус
59.html;interne;zupinka.html;;зупинка захисту
59.html;interne;pogashenia.html;;погашення
59.html;interne;lyon2.html;;Ліон
59.html;interne;narodzhenia.html;;народження
59.html;interne;bercy.html;;маршрут_bercy
59.html;interne;37.html;;Переїзд
59.html;interne;39.html;;Німеччина
59.html;interne;ada-1.html;;ADA_сума
59.html;interne;40.html;;поновлення_Париж
59.html;interne;41.html;;поновлення_передмістя
59.html;interne;42.html;;поновлення_Франція
59.html;interne;43.html;;маршрут_префектура
59.html;interne;44.html;;соціальний працівник
59.html;interne;45.html;;водійські права
59.html;interne;46.html;;водіння у франції
59.html;interne;47.html;;страхування
59.html;interne;48.html;;парковка
59.html;interne;49.html;;аварія
59.html;interne;50.html;;механік
59.html;interne;51.html;;оренда
59.html;interne;52.html;;автошкола
59.html;interne;53.html;;купити Продати
59.html;interne;54.html;;вантажний транспорт
59.html;interne;55.html;;меблі
59.html;interne;56.html;;французький господар
59.html;interne;57.html;;податки
59.html;interne;58.html;;страхування_продовження
59.html;interne;59.html;;посольство
59.html;interne;60.html;;щоб знайти роботу
59.html;interne;61.html;;доступні робочі місця
59.html;interne;62.html;;не знаючи французької
59.html;interne;63.html;;Медичне страхування на роботі. Лікарняний
59.html;interne;64.html;;комп'ютер ІТ професія
59.html;interne;65.html;;учитель вчитель
59.html;interne;66.html;;керівників і менеджерів
59.html;interne;67.html;;дослідники
59.html;interne;fop.html;;позаштатний FOP
59.html;interne;69.html;;няня
59.html;interne;70.html;;з англійською мовою
59.html;interne;68.html;;журналіст
59.html;interne;71.html;;послугами майстринь
59.html;interne;74.html;;купити житло
59.html;interne;2024-.html;;приїжджати 2024?
59.html;interne;vitale.html;;карта vitale
59.html;interne;78.html;;Нант
59.html;interne;79.html;;смерть у Франції
59.html;interne;80.html;;аеропорт
59.html;interne;mutuelle.html;;mutuelle
59.html;interne;mark.html;;mark
59.html;interne;reserv.html;;reserv
59.html;interne;index.html;;Ukraine France
59.html;externe;https://t.me/integration_fr/74;t.me;консульських послуг (паспортні та нотаріальні дії) чоловікам призовного віку.
59.html;externe;https://www.eurointegration.com.ua/articles/2022/01/21/7132627/;www.eurointegration.com.ua;паспорт за кордоном? Інструкція та лайфхаки ?
59.html;externe;https://t.me/France_online23;t.me;https://t.me/France_online23
59.html;externe;https://france.mfa.gov.ua/konsulski-pitannya/pasportni-diyi;france.mfa.gov.ua;https://france.mfa.gov.ua/konsulski-pitannya/pasportni-diyi
59.html;externe;https://online.mfa.gov.ua/application;online.mfa.gov.ua;https://online.mfa.gov.ua/application
59.html;externe;https://cologne.pasport.org.ua/;cologne.pasport.org.ua;Кельн, Вроцлавська площа, 50668 — Оформлення закордонного паспорта.
59.html;externe;https://milan.pasport.org.ua/;milan.pasport.org.ua;https://milan.pasport.org.ua/
59.html;externe;https://madrid.pasport.org.ua/;madrid.pasport.org.ua;https://madrid.pasport.org.ua/
59.html;externe;https://paris-ua.com/yak-ta-de-oformyty-shvydko-zakordonnyj-pasport/;paris-ua.com;закордонний паспорт в Європі
59.html;interne;10.html;;< Назад
59.html;interne;10.html;;Далi >
59.html;mailto;mailto:contact@ukrainefrance.org;;mailto:contact@ukrainefrance.org
6.html;interne;index.html;;На головну
6.html;interne;1.html;;чому?
6.html;interne;2.html;;прибуття
6.html;interne;20.html;;прибуття_Париж
6.html;interne;3.html;;Переміщення
6.html;interne;4.html;;житло
6.html;interne;5.html;;лікувати
6.html;interne;75.html;;ВНЖ, Інші статуси
6.html;interne;76.html;;Порівняння внж
6.html;interne;77.html;;Запит Азіль
6.html;interne;6.html;;тимчасового захисту
6.html;interne;7.html;;працювати
6.html;interne;8.html;;надзвичайна ситуація
6.html;interne;9.html;;вивчати французьку
6.html;interne;10.html;;практична інформація і посилання
6.html;interne;je-suis-francais-je-veux-aider-.html;;Je suis français je veux aider !
6.html;interne;11.html;;діти та неповнолітні
6.html;interne;13.html;;їсти
6.html;interne;12.html;;Домашні тварини
6.html;interne;14.html;;дешеві продукти
6.html;interne;15.html;;Допомога,банк та гроші
6.html;interne;19.html;;лікар
6.html;interne;16.html;;виїзд з україни
6.html;interne;17.html;;студент
6.html;interne;72.html;;Студент та ВНЗ
6.html;interne;73.html;;Після ВНЗ
6.html;interne;18.html;;дозвілля
6.html;interne;deplacer-france.html;;déplacer_france
6.html;interne;deplacer-paris.html;;deplacer_paris
6.html;interne;deplacer-europe.html;;deplacer_europe
6.html;interne;deplacer-voiture.html;;deplacer_voiture
6.html;interne;soigner-sans.html;;soigner_sans
6.html;interne;soigner-protection.html;;soigner_protection
6.html;interne;soigner-avec.html;;soigner_avec
6.html;interne;soigner-psy.html;;soigner_psy
6.html;interne;soigner-medic.html;;soigner_medic
6.html;interne;soigner-covid.html;;soigner_covid
6.html;interne;advocat.html;;advocat
6.html;interne;iest-paris.html;;iest_paris
6.html;interne;iest-france.html;;iest_france
6.html;interne;simcard.html;;simcard
6.html;interne;mineur-non-accompagne.html;;mineur_non_accompagné
6.html;interne;mineur-consulat.html;;mineur_consulat
6.html;interne;mineur-ecole.html;;mineur_ecole
6.html;interne;mineur-divers.html;;mineur_divers
6.html;interne;sante-france.html;;sante_france
6.html;interne;banque-ada.html;;banque_ADA
6.html;interne;banque-change.html;;banque_change
6.html;interne;zashita-evrop.html;;zashita_evrop
6.html;interne;banque-compte.html;;banque_compte
6.html;interne;gare-est.html;;gare_est
6.html;interne;paris-verneuil.html;;paris_verneuil
6.html;interne;neofitsine-zhitlo.html;;neofitsine_zhitlo
6.html;interne;orendu-kvartiri.html;;orendu_kvartiri
6.html;interne;gare-nord-est.html;;gare_nord_est
6.html;interne;21.html;;в дорозі
6.html;interne;22.html;;Ніцці
6.html;interne;23.html;;Страсбурз
6.html;interne;navigo.html;;Знижки_Navigo
6.html;interne;est.html;;маршрут_est
6.html;interne;nord.html;;маршрут_nord
6.html;interne;lyon.html;;маршрут_lyon
6.html;interne;montparnasse.html;;маршрут_montparnasse
6.html;interne;euro-survey.html;;Велике європейське дослідження
6.html;interne;24.html;;Франція<->Україна
6.html;interne;25.html;;Франція->Україна
6.html;interne;26.html;;група_містом
6.html;interne;27.html;;група_країною
6.html;interne;28.html;;корисні_сайти
6.html;interne;29.html;;перекладач
6.html;interne;30.html;;перевезення_посилок
6.html;interne;32.html;;дешеві продукти у Парижі
6.html;interne;31.html;;зникла_безвісти
6.html;interne;33.html;;дешеві продукти у Франції
6.html;interne;ada-.html;;ada_працювати
6.html;interne;artist.html;;artist
6.html;interne;ofitsine-prozhivania.html;;офіційне проживання
6.html;interne;hotel.html;;готель зі знижкою
6.html;interne;alternativne.html;;альтернативне рішення
6.html;interne;sotsialne-zhitlo.html;;соціальне житло
6.html;interne;34.html;;онлайн
6.html;interne;35.html;;франц-париж
6.html;interne;36.html;;Франц-Франція
6.html;interne;caf.html;;CAF
6.html;interne;invalid.html;;invalid
6.html;interne;soigner-online.html;;soigner_online
6.html;interne;adressa.html;;адреса для кореспонденції
6.html;interne;38.html;;тимчасового захисту початковий
6.html;interne;ponovlenia.html;;поновлення
6.html;interne;ofii.html;;Ofii
6.html;interne;pole-emploi.html;;pole emploi
6.html;interne;notarius.html;;нотаріус
6.html;interne;zupinka.html;;зупинка захисту
6.html;interne;pogashenia.html;;погашення
6.html;interne;lyon2.html;;Ліон
6.html;interne;narodzhenia.html;;народження
6.html;interne;bercy.html;;маршрут_bercy
6.html;interne;37.html;;Переїзд
6.html;interne;39.html;;Німеччина
6.html;interne;ada-1.html;;ADA_сума
6.html;interne;40.html;;поновлення_Париж
6.html;interne;41.html;;поновлення_передмістя
6.html;interne;42.html;;поновлення_Франція
6.html;interne;43.html;;маршрут_префектура
6.html;interne;44.html;;соціальний працівник
6.html;interne;45.html;;водійські права
6.html;interne;46.html;;водіння у франції
6.html;interne;47.html;;страхування
6.html;interne;48.html;;парковка
6.html;interne;49.html;;аварія
6.html;interne;50.html;;механік
6.html;interne;51.html;;оренда
6.html;interne;52.html;;автошкола
6.html;interne;53.html;;купити Продати
6.html;interne;54.html;;вантажний транспорт
6.html;interne;55.html;;меблі
6.html;interne;56.html;;французький господар
6.html;interne;57.html;;податки
6.html;interne;58.html;;страхування_продовження
6.html;interne;59.html;;посольство
6.html;interne;60.html;;щоб знайти роботу
6.html;interne;61.html;;доступні робочі місця
6.html;interne;62.html;;не знаючи французької
6.html;interne;63.html;;Медичне страхування на роботі. Лікарняний
6.html;interne;64.html;;комп'ютер ІТ професія
6.html;interne;65.html;;учитель вчитель
6.html;interne;66.html;;керівників і менеджерів
6.html;interne;67.html;;дослідники
6.html;interne;fop.html;;позаштатний FOP
6.html;interne;69.html;;няня
6.html;interne;70.html;;з англійською мовою
6.html;interne;68.html;;журналіст
6.html;interne;71.html;;послугами майстринь
6.html;interne;74.html;;купити житло
6.html;interne;2024-.html;;приїжджати 2024?
6.html;interne;vitale.html;;карта vitale
6.html;interne;78.html;;Нант
6.html;interne;79.html;;смерть у Франції
6.html;interne;80.html;;аеропорт
6.html;interne;mutuelle.html;;mutuelle
6.html;interne;mark.html;;mark
6.html;interne;reserv.html;;reserv
6.html;interne;index.html;;Ukraine France
6.html;externe;https://ecre.org/wp-content/uploads/2024/02/ECRE-Policy-Paper-13_Transitioning-Out-of-the-Temporary-Protection-Directive.pdf;ecre.org;перехід після тимчасового захисту
